HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:02	23.0	14.7	556.80	50	0	1.00	0
00:07	23.0	14.7	546.88	50	0	1.00	0
00:12	23.1	14.7	541.76	50	0	1.00	0
00:17	23.1	14.7	542.72	50	0	1.00	0
00:22	23.1	14.7	545.92	50	0	1.00	0
00:27	23.1	14.7	545.92	50	0	1.00	0
00:32	23.0	14.7	546.88	50	0	1.00	0
00:37	23.0	14.7	544.00	50	0	1.00	0
00:42	23.0	14.7	539.84	50	0	1.00	0
00:47	23.0	14.7	560.00	50	0	1.00	0
00:52	23.0	14.7	550.72	50	0	1.00	0
00:57	23.0	14.7	529.92	50	0	1.00	0
01:02	23.0	14.7	540.80	50	0	1.00	0
01:07	23.1	14.7	531.84	50	1	1.00	0
01:12	23.1	14.7	528.96	50	1	1.00	0
01:17	23.0	14.7	533.76	50	2	1.00	0
01:22	23.0	13.7	538.88	50	0	1.00	0
01:27	23.0	13.7	545.92	50	0	1.00	0
01:32	23.0	13.7	523.84	50	0	1.00	0
01:37	23.0	13.7	520.96	50	0	1.00	0
01:42	23.0	13.7	528.00	50	0	1.00	0
01:47	23.0	13.7	510.72	50	0	1.00	0
01:52	23.0	13.7	520.00	50	0	1.00	0
01:57	23.0	13.7	524.80	50	0	1.00	0
02:02	23.0	13.7	524.80	50	0	1.00	0
02:07	23.0	13.7	526.72	50	0	1.00	0
02:12	23.0	13.7	512.96	50	0	1.00	0
02:17	23.0	13.7	517.76	50	0	1.00	0
02:22	23.0	13.7	513.92	50	0	1.00	0
02:27	23.0	13.7	516.80	50	0	1.00	0
02:32	23.0	13.7	512.96	50	0	1.00	0
02:37	23.0	13.7	520.00	50	0	1.00	0
02:42	23.0	13.7	515.84	50	0	1.00	0
02:47	23.0	13.7	522.88	50	0	1.00	0
02:52	23.0	13.7	510.72	50	0	1.00	0
02:57	23.1	13.7	504.96	50	0	1.00	0
03:02	23.0	12.7	517.76	50	0	1.00	0
03:07	23.0	12.7	506.88	50	0	1.00	0
03:12	23.0	12.7	498.88	50	0	1.00	0
03:17	23.0	12.7	510.72	50	0	1.00	0
03:22	23.0	12.7	512.00	50	0	1.00	0
03:27	23.0	12.7	512.00	50	0	1.00	0
03:32	23.0	12.7	504.00	50	0	1.00	0
03:37	23.0	12.7	508.80	50	0	1.00	0
03:42	23.0	12.7	504.96	50	0	1.00	0
03:47	23.0	12.7	504.00	50	0	1.00	0
03:52	23.0	12.7	505.92	50	0	1.00	0
03:57	23.0	12.7	505.92	50	0	1.00	0
04:02	23.0	12.7	512.00	50	0	1.00	0
04:07	23.0	12.7	491.84	50	0	1.00	0
04:12	23.0	12.7	507.84	50	0	1.00	0
04:17	23.0	12.7	509.76	50	0	1.00	0
04:22	23.0	12.7	494.72	50	0	1.00	0
04:27	23.0	12.7	504.96	50	0	1.00	0
04:32	23.0	12.7	493.76	50	0	1.00	0
04:37	23.0	12.7	496.96	50	0	1.00	0
04:42	23.0	12.7	501.76	50	0	1.00	0
