HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:00	20.0	11.8	446.72	55	0	1.00	0
00:05	19.9	11.8	438.72	55	0	1.00	0
00:10	20.0	11.8	440.96	55	0	1.00	0
00:15	19.9	11.8	441.92	55	0	1.00	0
00:20	19.9	11.8	441.92	55	0	1.00	0
00:25	19.9	11.8	448.96	55	0	1.00	0
00:30	19.9	11.8	442.88	55	0	1.00	0
00:35	19.9	11.8	443.84	55	0	1.00	0
00:40	19.9	11.8	443.84	55	0	1.00	0
00:45	19.9	11.8	442.88	55	0	1.00	0
00:50	19.9	11.8	442.88	55	0	1.00	0
00:55	19.9	11.8	451.84	55	0	1.00	0
01:00	19.9	11.8	438.72	55	0	1.00	0
01:05	19.9	11.8	443.84	55	0	1.00	0
01:10	19.9	11.8	445.76	55	0	1.00	0
01:15	19.9	11.8	449.92	55	0	1.00	0
01:20	19.9	11.8	444.80	55	0	1.00	0
01:25	19.9	11.8	440.96	55	0	1.00	0
01:30	19.9	11.8	437.76	55	0	1.00	0
01:35	19.9	11.8	444.80	55	0	1.00	0
01:40	19.9	11.8	442.88	55	0	1.00	0
01:45	19.9	11.8	448.00	55	0	1.00	0
01:50	19.9	11.8	443.84	56	0	1.00	0
01:55	19.9	11.8	443.84	55	0	1.00	0
02:00	19.9	11.8	454.72	55	0	1.00	0
02:05	19.9	11.8	452.80	55	0	1.00	0
02:10	19.9	11.8	448.96	55	0	1.00	0
02:15	19.9	11.8	444.80	55	0	1.00	0
02:20	19.9	11.8	443.84	55	0	1.00	0
02:25	19.9	11.8	448.00	55	0	1.00	0
02:30	19.9	11.8	448.96	55	0	1.00	0
02:35	19.9	11.8	452.80	56	0	1.00	0
02:40	19.9	11.8	451.84	56	0	1.00	0
02:45	19.9	11.8	446.72	56	0	1.00	0
02:50	19.9	11.8	445.76	56	0	1.00	0
02:55	19.9	11.8	451.84	56	0	1.00	0
03:00	19.9	11.8	448.00	56	0	1.00	0
03:05	19.9	11.8	454.72	56	0	1.00	0
03:10	19.9	11.8	448.00	55	0	1.00	0
03:15	19.9	11.8	449.92	56	0	1.00	0
03:20	19.9	11.8	453.76	56	0	1.00	0
03:25	19.8	11.8	445.76	56	0	1.00	0
03:30	19.8	11.8	451.84	56	0	1.00	0
03:35	19.8	11.8	444.80	56	0	1.00	0
03:40	19.8	11.8	448.96	56	0	1.00	0
03:45	19.9	11.8	449.92	56	0	1.00	0
03:50	19.9	11.8	446.72	56	0	1.00	0
03:55	19.9	11.8	450.88	56	0	1.00	0
04:00	19.9	11.8	449.92	56	0	1.00	0
04:05	19.8	11.8	449.92	56	0	1.00	0
04:10	19.8	11.8	449.92	56	0	1.00	0
