HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:01	20.3	13.8	454.72	66	0	1.00	0
00:06	20.2	13.8	454.72	66	0	1.00	0
00:11	20.2	13.8	458.88	66	0	1.00	0
00:16	20.3	13.8	460.80	66	0	1.00	0
00:21	20.3	13.8	459.84	66	0	1.00	0
00:26	20.3	13.8	452.80	66	0	1.00	0
00:31	20.3	12.8	462.72	66	0	1.00	0
00:36	20.3	12.8	456.00	66	0	1.00	0
00:41	20.3	12.8	457.92	66	0	1.00	0
00:46	20.2	12.8	461.76	66	0	1.00	0
00:51	20.2	12.8	452.80	66	0	1.00	0
00:56	20.2	12.8	451.84	66	0	1.00	0
01:01	20.2	12.8	454.72	66	0	1.00	0
01:06	20.2	12.8	456.00	66	0	1.00	0
01:11	20.2	12.8	454.72	66	0	1.00	0
01:16	20.2	12.8	451.84	66	0	1.00	0
01:21	20.2	12.8	456.00	66	0	1.00	0
01:26	20.2	12.8	459.84	66	0	1.00	0
01:31	20.2	12.8	457.92	66	0	1.00	0
01:36	20.2	12.8	453.76	66	0	1.00	0
01:41	20.2	12.8	459.84	66	0	1.00	0
01:46	20.2	12.8	456.96	66	0	1.00	0
01:51	20.2	12.8	456.96	66	0	1.00	0
01:56	20.2	12.8	458.88	66	0	1.00	0
02:02	20.2	12.8	456.96	66	0	1.00	0
02:07	20.2	12.8	444.80	66	0	1.00	0
02:12	20.2	12.8	461.76	66	0	1.00	0
02:17	20.2	12.8	460.80	66	0	1.00	0
02:22	20.2	12.8	456.96	66	0	1.00	0
02:27	20.2	12.8	451.84	66	0	1.00	0
02:32	20.2	12.8	448.96	66	0	1.00	0
02:37	20.2	12.8	446.72	66	0	1.00	0
02:42	20.2	12.8	456.96	66	0	1.00	0
02:47	20.2	12.8	459.84	66	0	1.00	0
02:52	20.2	12.8	458.88	66	0	1.00	0
02:57	20.2	12.8	460.80	66	0	1.00	0
03:02	20.2	12.8	454.72	66	0	1.00	0
03:07	20.2	12.8	451.84	66	0	1.00	0
03:12	20.2	12.8	451.84	66	0	1.00	0
03:17	20.1	12.8	461.76	66	0	1.00	0
03:22	20.1	12.8	456.96	66	0	1.00	0
03:27	20.1	12.8	448.00	66	0	1.00	0
03:32	20.2	12.8	459.84	66	0	1.00	0
03:37	20.1	12.8	444.80	66	0	1.00	0
