HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:02	20.3	11.8	572.80	63	0	1.00	0
00:07	20.3	11.8	581.76	63	0	1.00	0
00:12	20.2	11.8	568.96	63	0	1.00	0
00:17	20.2	11.8	574.72	63	0	1.00	0
00:22	20.2	11.8	573.76	63	0	1.00	0
00:27	20.2	11.8	571.84	63	0	1.00	0
00:32	20.2	11.8	574.72	63	0	1.00	0
00:37	20.2	11.8	572.80	63	0	1.00	0
00:42	20.2	11.8	573.76	63	0	1.00	0
00:47	20.2	11.8	565.76	63	0	1.00	0
00:52	20.2	11.8	573.76	63	0	1.00	0
00:57	20.2	11.8	576.96	63	0	1.00	0
01:02	20.2	11.8	563.84	63	0	1.00	0
01:07	20.2	11.8	564.80	63	0	1.00	0
01:12	20.2	11.8	570.88	63	0	1.00	0
01:17	20.2	11.8	564.80	63	0	1.00	0
01:22	20.2	11.8	576.96	63	0	1.00	0
01:27	20.2	11.8	563.84	63	0	1.00	0
01:32	20.2	11.8	568.00	63	0	1.00	0
01:37	20.2	11.8	552.96	63	0	1.00	0
01:42	20.2	11.8	568.00	63	0	1.00	0
01:47	20.2	11.8	564.80	63	0	1.00	0
01:52	20.2	11.8	562.88	63	0	1.00	0
01:57	20.2	11.8	563.84	63	0	1.00	0
02:02	20.2	11.8	573.76	63	0	1.00	0
02:07	20.2	11.8	554.88	63	0	1.00	0
02:12	20.2	11.8	566.72	63	0	1.00	0
02:17	20.2	11.8	565.76	63	0	1.00	0
02:22	20.2	11.8	566.72	63	0	1.00	0
02:27	20.2	11.8	555.84	63	0	1.00	0
02:32	20.2	11.8	562.88	63	0	1.00	0
02:37	20.2	10.8	565.76	63	0	1.00	0
02:42	20.2	10.8	549.76	63	0	1.00	0
02:47	20.2	10.8	566.72	63	0	1.00	0
02:52	20.2	10.8	562.88	63	0	1.00	0
02:57	20.2	10.8	561.92	63	0	1.00	0
03:02	20.2	10.8	565.76	63	0	1.00	0
03:07	20.2	10.8	555.84	63	0	1.00	0
03:12	20.2	10.8	554.88	63	0	1.00	0
03:17	20.2	10.8	549.76	63	0	1.00	0
03:22	20.2	10.8	545.92	63	0	1.00	0
03:27	20.2	10.8	546.88	63	0	1.00	0
03:32	20.2	10.8	545.92	63	0	1.00	0
03:37	20.2	10.8	541.76	63	0	1.00	0
03:42	20.2	10.8	552.00	63	0	1.00	0
03:47	20.2	10.8	560.00	63	0	1.00	0
03:52	20.2	10.8	554.88	63	0	1.00	0
03:57	20.2	10.8	544.00	63	0	1.00	0
04:02	20.2	10.8	541.76	63	0	1.00	0
04:07	20.1	10.8	536.96	63	0	1.00	0
04:12	20.1	10.8	552.96	63	0	1.00	0
04:18	20.1	10.8	552.00	63	0	1.00	0
04:23	20.1	10.8	539.84	63	0	1.00	0
04:28	20.1	10.8	540.80	63	0	1.00	0
04:33	20.1	10.8	544.96	63	0	1.00	0
04:38	20.2	10.8	541.76	63	0	1.00	0
04:43	20.1	10.8	547.84	63	0	1.00	0
04:48	20.1	10.8	544.96	63	0	1.00	0
04:53	20.1	10.8	523.84	63	0	1.00	0
04:58	20.1	10.8	540.80	63	0	1.00	0
05:03	20.1	10.8	550.72	63	0	1.00	0
05:08	20.1	10.8	534.72	63	0	1.00	0
05:13	20.1	10.8	528.96	63	0	1.00	0
05:18	20.1	10.8	537.92	63	0	1.00	0
05:23	20.1	10.8	536.96	63	0	1.00	0
05:28	20.1	10.8	537.92	63	0	1.00	0
05:33	20.1	10.8	538.88	63	0	1.00	0
05:38	20.1	10.8	532.80	63	0	1.00	0
05:43	20.1	10.8	540.80	63	0	1.00	0
05:48	20.1	10.8	528.96	63	0	1.00	0
05:53	20.1	10.8	532.80	63	0	1.00	0
05:58	20.1	10.8	539.84	63	0	1.00	0
06:03	20.1	10.8	528.96	63	0	1.00	0
06:08	20.1	10.8	531.84	63	0	1.00	0
06:13	20.1	10.8	534.72	63	0	1.00	0
06:18	20.1	10.8	536.00	63	0	1.00	0
06:23	20.1	10.8	538.88	63	0	1.00	0
06:28	20.1	10.8	539.84	63	0	1.00	0
06:33	20.1	10.8	536.96	63	0	1.00	0
06:38	20.1	10.8	533.76	63	0	1.00	0
06:43	20.1	10.8	525.76	63	0	1.00	0
06:48	20.1	10.8	531.84	63	0	1.00	0
06:53	20.1	10.8	533.76	63	0	1.00	0
06:58	20.1	10.8	522.88	63	0	1.00	0
07:03	20.1	10.8	536.96	63	0	1.00	0
07:08	20.1	10.8	528.00	63	0	1.00	0
07:13	20.1	10.8	532.80	63	0	1.00	0
07:18	20.0	10.8	528.96	63	0	1.00	0
07:23	20.0	10.8	517.76	63	0	1.00	0
07:28	20.0	10.8	521.92	63	0	1.00	0
07:33	20.0	10.8	518.72	63	0	1.00	0
07:38	20.0	10.8	526.72	63	0	1.00	0
07:43	20.0	10.8	517.76	63	0	2.00	0
07:48	20.0	10.8	522.88	63	0	3.00	0
07:53	20.0	10.8	525.76	63	0	6.00	0
07:58	20.0	10.8	514.88	63	0	15.00	0
08:03	20.0	10.8	505.92	62	0	34.00	0
08:08	20.0	10.8	515.84	62	0	77.00	0
08:13	20.0	10.8	517.76	62	0	172.00	0
08:18	19.9	10.8	514.88	62	0	224.00	0
08:23	19.9	10.8	518.72	62	0	379.84	0
08:28	20.0	10.8	515.84	62	0	493.76	0
08:33	20.0	10.8	509.76	62	0	641.92	0
08:38	20.0	10.8	510.72	62	0	834.56	0
08:43	19.9	10.8	520.00	62	0	1084.80	0
08:48	19.9	10.8	524.80	62	0	1411.84	0
08:53	19.9	10.8	512.00	62	0	1411.84	0
08:58	19.9	10.8	508.80	62	0	2389.76	0
09:03	19.9	10.8	515.84	62	0	2389.76	0
09:08	19.9	10.8	510.72	62	0	2389.76	0
09:13	19.9	10.8	522.88	62	0	3110.40	0
09:18	19.9	10.8	505.92	62	0	3110.40	0
09:23	19.9	10.8	512.00	62	0	4042.24	0
09:28	19.9	10.8	515.84	62	0	5253.12	0
09:33	19.9	10.8	509.76	62	0	5253.12	0
09:38	19.9	10.8	518.72	62	0	8883.20	0
09:43	19.9	10.8	514.88	62	0	13946.88	0
09:48	19.9	10.8	509.76	62	0	12718.08	0
09:53	19.9	11.8	516.80	62	0	39219.20	0
09:58	19.9	12.8	509.76	62	0	51404.80	0
10:03	19.9	12.8	524.80	62	0	46940.16	0
10:08	19.9	12.8	526.72	62	0	23162.88	0
10:13	19.9	13.8	526.72	62	0	62177.28	0
10:18	19.9	14.8	528.96	62	0	67993.60	0
10:23	19.9	14.8	524.80	62	0	41472.00	0
10:28	19.9	15.8	534.72	62	0	55377.92	0
10:33	19.9	15.8	540.80	62	0	55746.56	0
10:38	19.9	16.8	533.76	62	0	65986.56	0
10:43	19.9	15.8	533.76	62	0	33771.52	0
10:48	20.0	15.8	534.72	62	0	40304.64	0
10:53	20.0	16.8	550.72	62	0	70246.40	0
10:58	19.9	16.8	544.00	62	0	70246.40	0
11:03	19.9	17.8	552.00	62	0	42680.32	0
11:08	19.9	17.8	553.92	62	0	75694.08	0
11:13	19.9	17.8	552.96	62	0	80158.72	0
11:18	20.0	17.8	555.84	62	0	80158.72	0
11:23	20.0	18.8	555.84	62	0	80158.72	0
11:28	20.0	18.8	552.96	62	0	80158.72	0
11:33	20.0	18.8	553.92	62	0	80158.72	0
11:38	20.0	17.8	561.92	62	0	80158.72	0
11:43	20.0	18.8	553.92	62	0	80158.72	0
11:48	20.0	18.8	573.76	62	0	80158.72	0
11:53	20.0	17.8	579.84	62	1	80158.72	0
11:58	20.0	18.8	563.84	62	0	80158.72	0
12:03	20.0	17.8	568.00	62	2	80158.72	0
12:08	20.1	17.8	563.84	62	0	80158.72	0
12:13	20.1	17.8	572.80	62	0	80158.72	0
12:18	20.1	18.8	572.80	62	3	80158.72	0
12:23	20.1	19.8	577.92	62	2	80158.72	0
12:28	20.1	18.8	570.88	62	3	80158.72	0
12:33	20.1	19.8	569.92	62	0	80158.72	0
12:38	20.1	19.8	572.80	62	1	80158.72	0
12:43	20.1	18.8	574.72	62	1	80158.72	0
12:48	20.1	18.8	573.76	62	4	80158.72	0
12:53	20.1	18.8	572.80	62	0	80158.72	0
12:58	20.1	19.8	580.80	62	5	80158.72	0
13:03	20.1	18.8	588.80	62	2	80158.72	0
13:08	20.1	18.8	578.88	62	3	80158.72	0
13:13	20.1	19.8	585.92	62	4	80158.72	0
13:18	20.1	19.8	577.92	62	2	80158.72	0
13:23	20.1	18.8	586.88	62	3	80158.72	0
13:28	20.1	18.8	588.80	62	5	80158.72	0
13:33	20.2	18.8	610.88	62	4	80158.72	0
13:38	20.2	18.8	642.88	62	3	80158.72	0
13:43	20.2	18.8	670.72	62	4	80158.72	0
13:48	20.2	17.8	683.52	62	7	38563.84	0
13:53	20.2	17.8	689.92	62	4	24596.48	0
13:58	20.2	17.8	676.48	62	3	24596.48	0
14:03	20.2	16.8	675.84	62	2	17203.20	0
14:08	20.2	16.8	656.64	62	4	17203.20	0
14:13	20.2	16.8	656.00	62	3	22364.16	0
14:18	20.2	16.8	648.00	62	5	26644.48	0
14:23	20.2	16.8	642.88	62	1	26644.48	0
14:28	20.2	16.8	648.00	62	5	26644.48	0
14:33	20.2	16.8	643.84	62	3	26644.48	0
14:38	20.2	16.8	638.72	62	2	26644.48	0
14:43	20.2	16.8	645.76	62	5	26644.48	0
14:48	20.2	16.8	646.72	62	2	34897.92	0
14:53	20.2	16.8	644.80	62	3	45465.60	0
14:58	20.2	16.8	634.88	62	3	31641.60	0
15:03	20.2	16.8	640.96	62	3	22097.92	0
15:08	20.2	16.8	636.80	62	2	22097.92	0
15:13	20.2	16.8	636.80	62	5	22097.92	0
15:18	20.2	16.8	632.96	62	3	49152.00	0
15:23	20.2	16.8	628.80	62	4	24023.04	0
15:28	20.2	16.8	625.92	62	2	24023.04	0
15:33	20.2	16.8	627.84	62	2	31334.40	0
15:38	20.2	16.8	628.80	62	3	19947.52	0
15:43	20.2	16.8	629.76	62	4	19947.52	0
15:48	20.2	16.8	627.84	62	4	19947.52	0
15:53	20.2	16.8	614.72	62	2	19947.52	0
15:58	20.2	16.8	632.00	62	2	19947.52	0
16:03	20.2	17.8	621.76	62	2	34037.76	0
16:08	20.2	17.8	635.84	62	3	34037.76	0
16:13	20.2	17.8	634.88	62	4	28426.24	0
16:18	20.2	17.8	629.76	62	2	28426.24	0
16:23	20.2	17.8	628.80	62	2	17930.24	0
16:28	20.2	17.8	633.92	62	5	21278.72	0
16:33	20.2	17.8	625.92	62	3	13639.68	0
16:38	20.2	16.8	635.84	62	2	7101.44	0
16:43	20.2	16.8	635.84	62	1	15800.32	0
16:48	20.2	16.8	628.80	62	1	15800.32	0
16:53	20.2	16.8	624.00	62	3	15800.32	0
16:58	20.2	16.8	629.76	62	2	11048.96	0
17:03	20.2	16.8	632.00	62	4	5370.88	0
17:08	20.2	16.8	621.76	62	4	5370.88	0
17:13	20.2	16.8	629.76	62	0	3758.08	0
