HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:01	26.1	15.8	473.92	51	0	1.00	0
00:06	26.1	15.8	474.88	51	0	1.00	0
00:11	26.1	15.8	464.00	51	0	1.00	0
00:16	26.1	15.8	469.76	51	0	1.00	0
00:21	26.1	15.8	461.76	51	0	1.00	0
00:26	26.1	15.8	474.88	51	0	1.00	0
00:31	26.1	15.8	470.72	51	0	1.00	0
00:36	26.1	15.8	472.00	51	0	1.00	0
00:41	26.1	15.8	475.84	51	0	1.00	0
00:46	26.1	15.8	466.88	51	0	1.00	0
00:51	26.1	15.8	472.96	51	0	1.00	0
00:56	26.1	15.8	467.84	51	0	1.00	0
01:01	26.1	15.8	466.88	51	0	1.00	0
01:06	26.1	15.8	473.92	51	0	1.00	0
01:11	26.0	15.8	476.80	51	0	1.00	0
01:16	26.0	15.8	473.92	51	0	1.00	0
01:21	26.0	15.8	480.96	51	0	1.00	0
01:26	26.1	15.8	473.92	51	0	1.00	0
01:31	26.1	15.8	465.92	51	0	1.00	0
01:36	26.1	15.8	472.00	51	0	1.00	0
01:41	26.1	14.8	478.72	51	0	1.00	0
01:46	26.1	14.8	470.72	51	0	1.00	0
01:51	26.1	14.8	474.88	51	0	1.00	0
01:56	26.1	14.8	472.00	51	0	1.00	0
02:01	26.1	14.8	470.72	51	0	1.00	0
02:06	26.0	14.8	465.92	51	0	1.00	0
02:11	26.0	14.8	470.72	51	0	1.00	0
02:16	26.0	14.8	469.76	51	0	1.00	0
02:21	26.0	14.8	468.80	51	0	1.00	0
02:26	26.0	14.8	476.80	51	0	1.00	0
02:31	26.0	14.8	476.80	51	0	1.00	0
02:36	26.0	14.8	472.96	51	0	1.00	0
02:41	26.0	14.8	458.88	51	0	1.00	0
02:46	26.0	14.8	466.88	51	0	1.00	0
02:51	26.1	14.8	475.84	51	0	1.00	0
02:56	26.0	14.8	468.80	51	0	1.00	0
03:01	26.0	14.8	469.76	51	0	1.00	0
03:06	26.0	14.8	473.92	51	0	1.00	0
03:11	26.0	14.8	462.72	51	0	1.00	0
03:16	26.0	14.8	464.00	51	0	1.00	0
03:21	26.0	14.8	472.96	51	0	1.00	0
03:26	26.0	14.8	469.76	51	0	1.00	0
03:31	26.0	14.8	461.76	51	0	1.00	0
03:36	26.0	14.8	465.92	51	0	1.00	0
03:41	26.0	14.8	458.88	51	0	1.00	0
03:46	26.0	14.8	474.88	51	0	1.00	0
03:51	26.0	14.8	464.96	51	0	1.00	0
03:56	26.0	14.8	460.80	51	0	1.00	0
04:01	26.0	14.8	462.72	51	0	1.00	0
04:06	26.0	14.8	465.92	51	0	1.00	0
04:11	26.0	14.8	465.92	51	0	1.00	0
04:16	26.0	14.8	456.00	51	0	1.00	0
04:21	26.0	14.8	448.96	51	0	1.00	0
04:26	26.0	13.8	466.88	51	0	1.00	0
04:31	26.0	13.8	470.72	51	0	1.00	0
04:36	26.0	13.8	468.80	51	0	1.00	0
04:41	26.0	13.8	464.00	51	0	1.00	0
04:46	26.0	13.8	458.88	51	0	1.00	0
04:51	26.0	13.8	464.00	51	0	1.00	0
04:56	26.0	13.8	465.92	51	0	1.00	0
05:01	26.0	13.8	462.72	51	0	1.00	0
05:06	26.0	13.8	461.76	51	0	1.00	0
05:11	25.9	13.8	464.96	51	0	1.00	0
05:16	25.9	13.8	466.88	51	0	1.00	0
05:21	26.0	13.8	456.96	51	0	1.00	0
05:26	25.9	13.8	465.92	51	0	1.00	0
05:31	26.0	13.8	464.96	51	0	1.00	0
05:36	26.0	13.8	466.88	51	0	1.00	0
05:41	26.0	13.8	457.92	51	0	1.00	0
05:46	26.0	13.8	467.84	51	0	1.00	0
05:51	26.0	13.8	467.84	51	0	1.00	0
05:56	26.0	13.8	445.76	51	0	1.00	0
06:01	26.0	13.8	454.72	51	0	1.00	0
06:06	25.9	13.8	458.88	51	0	1.00	0
06:11	25.9	13.8	458.88	51	0	1.00	0
06:16	25.8	13.8	454.72	51	0	1.00	0
