HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
21:34	26.8	17.9	441.92	50	0	1.00	0
21:39	26.9	17.9	435.84	50	0	1.00	0
21:44	26.8	17.9	437.76	50	0	1.00	0
21:49	26.9	17.9	443.84	50	0	1.00	0
21:54	26.9	17.9	445.76	50	0	1.00	0
21:59	26.9	17.9	433.92	50	0	1.00	0
22:04	26.9	17.9	435.84	50	0	1.00	0
22:09	26.9	17.9	438.72	50	0	1.00	0
22:14	26.9	17.9	438.72	50	0	1.00	0
22:19	26.9	17.9	452.80	50	0	1.00	0
22:24	26.9	17.9	437.76	50	0	1.00	0
22:29	26.8	16.9	441.92	50	0	1.00	0
22:34	26.8	16.9	442.88	50	0	1.00	0
22:39	26.8	16.9	453.76	50	0	1.00	0
22:44	26.8	16.9	442.88	50	0	1.00	0
22:49	26.8	16.9	437.76	50	0	1.00	0
