HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:02	20.1	15.8	467.84	64	0	1.00	0
00:07	20.1	15.8	464.00	64	0	1.00	0
00:12	20.1	15.8	464.96	64	0	1.00	0
00:17	20.1	14.8	469.76	64	0	1.00	0
00:22	20.1	14.8	474.88	64	0	1.00	0
00:27	20.2	14.8	464.00	64	0	1.00	0
00:32	20.2	14.8	459.84	64	0	1.00	0
00:37	20.1	14.8	468.80	64	0	1.00	0
00:42	20.1	14.8	465.92	64	0	1.00	0
00:47	20.1	14.8	469.76	64	0	1.00	0
00:52	20.1	13.8	466.88	64	0	1.00	0
00:57	20.1	13.8	467.84	64	0	1.00	0
01:02	20.1	13.8	462.72	64	0	1.00	0
01:07	20.1	13.8	476.80	64	0	1.00	0
01:12	20.1	13.8	472.00	64	0	1.00	0
01:17	20.1	13.8	464.00	64	0	1.00	0
01:22	20.1	12.8	467.84	64	0	1.00	0
01:27	20.1	12.8	468.80	64	0	1.00	0
01:32	20.1	12.8	467.84	64	0	1.00	0
01:37	20.1	12.8	466.88	64	0	1.00	0
01:42	20.1	12.8	461.76	64	0	1.00	0
01:47	20.1	12.8	462.72	64	0	1.00	0
01:52	20.1	12.8	470.72	64	0	1.00	0
01:57	20.1	12.8	467.84	64	0	1.00	0
02:02	20.1	12.8	470.72	64	0	1.00	0
02:07	20.1	12.8	459.84	64	0	1.00	0
02:12	20.1	12.8	459.84	64	0	1.00	0
02:17	20.1	12.8	458.88	64	0	1.00	0
02:22	20.1	12.8	466.88	64	0	1.00	0
02:27	20.1	12.8	470.72	64	0	1.00	0
02:32	20.1	12.8	464.96	64	0	1.00	0
02:37	20.1	11.8	465.92	64	0	1.00	0
02:42	20.1	11.8	476.80	64	0	1.00	0
02:47	20.1	11.8	465.92	64	0	1.00	0
02:52	20.1	11.8	474.88	64	0	1.00	0
02:57	20.1	11.8	467.84	64	0	1.00	0
03:02	20.1	11.8	469.76	64	0	1.00	0
03:07	20.1	11.8	464.96	64	0	1.00	0
03:12	20.1	11.8	467.84	64	0	1.00	0
03:17	20.1	11.8	470.72	64	0	1.00	0
03:22	20.1	11.8	473.92	64	0	1.00	0
03:27	20.1	11.8	473.92	64	0	1.00	0
03:32	20.1	11.8	472.00	64	0	1.00	0
03:37	20.1	11.8	460.80	64	0	1.00	0
03:42	20.1	11.8	465.92	64	0	1.00	0
03:47	20.1	11.8	461.76	64	0	1.00	0
03:52	20.1	11.8	466.88	64	0	1.00	0
03:57	20.1	11.8	472.96	64	0	1.00	0
04:02	20.1	11.8	468.80	64	0	1.00	0
04:07	20.1	11.8	466.88	64	0	1.00	0
04:12	20.1	11.8	474.88	64	0	1.00	0
04:17	20.1	11.8	466.88	64	0	1.00	0
04:22	20.1	11.8	465.92	64	0	1.00	0
04:27	20.1	11.8	460.80	64	0	1.00	0
04:32	20.0	11.8	472.96	64	0	1.00	0
04:37	20.0	11.8	468.80	64	0	1.00	0
04:42	20.0	11.8	464.96	64	0	1.00	0
04:47	20.0	11.8	464.00	64	0	1.00	0
04:52	20.1	11.8	478.72	64	0	1.00	0
04:57	20.1	11.8	468.80	64	0	1.00	0
05:02	20.1	11.8	472.00	64	0	1.00	0
05:07	20.1	11.8	465.92	64	0	1.00	0
05:12	20.1	11.8	468.80	64	0	1.00	0
05:17	20.0	11.8	470.72	64	0	1.00	0
05:22	20.0	11.8	466.88	64	0	1.00	0
05:27	20.0	11.8	460.80	64	0	1.00	0
05:32	20.0	11.8	462.72	64	0	1.00	0
05:37	20.0	11.8	482.88	64	0	1.00	0
05:42	20.0	11.8	475.84	64	0	1.00	0
05:47	20.0	11.8	472.00	64	0	1.00	0
05:52	20.0	11.8	473.92	64	0	1.00	0
05:57	20.0	11.8	470.72	64	0	1.00	0
06:02	20.0	11.8	464.00	64	0	1.00	0
06:07	19.9	11.8	467.84	64	0	1.00	0
06:12	19.9	11.8	472.00	64	0	1.00	0
06:17	19.9	11.8	462.72	64	0	1.00	0
06:22	19.9	11.8	464.96	64	0	1.00	0
06:27	20.0	11.8	464.96	64	0	1.00	0
06:32	20.0	11.8	469.76	64	0	1.00	0
06:37	20.0	11.8	464.96	64	0	1.00	0
06:42	20.0	11.8	467.84	64	0	1.00	0
06:47	19.9	11.8	466.88	64	0	1.00	0
06:52	19.9	11.8	464.00	64	0	1.00	0
06:57	19.9	11.8	468.80	64	0	1.00	0
