HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:01	20.2	13.8	490.88	63	0	1.00	0
00:06	20.2	13.8	485.76	63	0	1.00	0
00:11	20.2	13.8	477.76	63	0	1.00	0
00:16	20.2	13.8	484.80	63	0	1.00	0
00:21	20.2	13.8	481.92	63	0	1.00	0
00:26	20.2	13.8	489.92	63	0	1.00	0
00:31	20.2	13.8	484.80	63	0	1.00	0
00:36	20.2	13.8	480.96	63	0	1.00	0
00:41	20.2	13.8	488.00	63	0	1.00	0
00:46	20.2	13.8	488.96	63	0	1.00	0
00:51	20.2	13.8	492.80	63	0	1.00	0
00:56	20.2	13.8	492.80	63	0	1.00	0
01:01	20.2	13.8	488.00	63	0	1.00	0
01:06	20.2	13.8	480.00	63	0	1.00	0
01:11	20.2	13.8	493.76	63	0	1.00	0
01:16	20.2	13.8	480.96	63	0	1.00	0
01:21	20.2	13.8	490.88	63	0	1.00	0
01:26	20.2	13.8	483.84	63	0	1.00	0
01:31	20.2	12.8	482.88	63	0	1.00	0
01:36	20.2	12.8	482.88	63	0	1.00	0
01:41	20.2	12.8	492.80	63	0	1.00	0
01:46	20.2	12.8	484.80	63	0	1.00	0
01:51	20.2	12.8	486.72	63	0	1.00	0
01:56	20.2	12.8	477.76	63	0	1.00	0
02:01	20.2	12.8	481.92	63	0	1.00	0
02:06	20.2	12.8	488.00	63	0	1.00	0
02:11	20.2	12.8	486.72	63	0	1.00	0
02:16	20.2	12.8	477.76	63	0	1.00	0
02:21	20.2	12.8	478.72	63	0	1.00	0
02:26	20.2	12.8	480.00	63	0	1.00	0
02:31	20.2	12.8	476.80	63	0	1.00	0
02:36	20.2	12.8	477.76	63	0	1.00	0
02:41	20.2	12.8	489.92	63	0	1.00	0
02:46	20.2	12.8	488.96	63	0	1.00	0
02:51	20.2	12.8	483.84	63	0	1.00	0
02:56	20.2	12.8	473.92	63	0	1.00	0
03:01	20.2	12.8	483.84	63	0	1.00	0
03:06	20.2	12.8	475.84	63	0	1.00	0
03:11	20.1	12.8	477.76	63	0	1.00	0
03:16	20.2	12.8	483.84	63	0	1.00	0
03:21	20.1	12.8	485.76	63	0	1.00	0
03:26	20.2	12.8	480.00	63	0	1.00	0
03:31	20.2	12.8	490.88	63	0	1.00	0
03:36	20.2	12.8	488.00	63	0	1.00	0
