HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
00:01	21.9	12.8	592.96	48	0	1.00	0
00:06	21.9	12.8	594.88	48	0	1.00	0
00:11	21.9	12.8	589.76	48	0	1.00	0
00:16	21.9	12.8	590.72	48	0	1.00	0
00:21	21.8	12.8	584.96	48	0	1.00	0
00:26	21.8	12.8	585.92	48	0	1.00	0
00:31	21.8	12.8	574.72	48	0	1.00	0
00:36	21.8	12.8	572.80	48	0	1.00	0
00:41	21.8	12.8	576.00	48	0	1.00	0
00:46	21.9	12.8	577.92	48	0	1.00	0
00:51	21.9	11.8	581.76	48	0	1.00	0
00:56	21.8	11.8	570.88	48	0	1.00	0
01:01	21.8	11.8	573.76	48	0	1.00	0
01:06	21.8	11.8	576.00	48	0	1.00	0
01:11	21.8	11.8	568.00	48	0	1.00	0
01:16	21.8	11.8	558.72	48	0	1.00	0
01:21	21.8	11.8	568.96	48	0	1.00	0
01:26	21.8	11.8	544.00	48	0	1.00	0
01:31	21.8	11.8	556.80	48	0	1.00	0
01:36	21.8	11.8	565.76	48	0	1.00	0
01:41	21.8	11.8	569.92	48	0	1.00	0
01:46	21.8	11.8	546.88	48	0	1.00	0
01:51	21.8	11.8	560.00	48	0	1.00	0
01:56	21.7	11.8	549.76	48	0	1.00	0
02:01	21.7	11.8	560.00	48	0	1.00	0
02:06	21.7	11.8	554.88	48	0	1.00	0
02:11	21.8	11.8	544.00	48	0	1.00	0
02:16	21.7	11.8	541.76	48	0	1.00	0
02:21	21.7	11.8	544.96	48	0	1.00	0
02:26	21.8	11.8	541.76	48	0	1.00	0
02:31	21.8	11.8	541.76	48	0	1.00	0
02:36	21.8	11.8	546.88	48	0	1.00	0
02:41	21.7	11.8	536.96	48	0	1.00	0
02:46	21.7	11.8	552.96	48	0	1.00	0
02:51	21.7	11.8	555.84	48	0	1.00	0
02:56	21.7	10.8	540.80	48	0	1.00	0
03:01	21.7	10.8	538.88	48	0	1.00	0
03:06	21.7	10.8	545.92	48	0	1.00	0
03:11	21.7	10.8	536.00	48	0	1.00	0
03:16	21.7	10.8	536.96	48	0	1.00	0
03:21	21.7	10.8	532.80	48	0	1.00	0
03:26	21.7	10.8	531.84	48	0	1.00	0
03:31	23.0	10.8	528.96	48	0	1.00	0
03:36	21.7	10.8	528.00	48	0	1.00	0
03:41	21.7	10.8	525.76	48	0	1.00	0
03:46	21.7	10.8	532.80	48	0	1.00	0
03:51	21.7	10.8	510.72	48	0	1.00	0
03:56	21.7	10.8	524.80	48	0	1.00	0
04:01	21.7	10.8	524.80	48	0	1.00	0
04:06	21.7	10.8	528.96	48	0	1.00	0
04:11	21.7	10.8	518.72	48	0	1.00	0
04:16	21.7	10.8	517.76	48	0	1.00	0
04:21	21.7	10.8	525.76	48	0	1.00	0
04:26	21.7	10.8	523.84	48	0	1.00	0
04:31	21.7	10.8	523.84	48	0	1.00	0
04:36	21.7	10.8	513.92	48	0	1.00	0
04:41	21.7	10.8	514.88	48	0	1.00	0
