HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
17:37	24.6	19.7	441.92	50	3	24944.64	0
17:42	24.6	19.7	446.72	50	3	17203.20	0
17:47	24.6	19.7	432.96	50	5	15892.48	0
17:52	24.6	19.7	434.88	50	4	15892.48	0
17:57	24.6	19.7	435.84	50	4	11120.64	0
18:02	24.6	19.7	424.96	50	7	11120.64	0
18:07	24.6	19.7	420.80	50	6	11120.64	0
18:12	24.6	19.7	442.88	50	4	11120.64	0
18:17	24.6	19.7	444.80	50	4	11120.64	0
18:22	24.6	19.7	436.80	50	2	7782.40	0
18:27	24.6	19.7	433.92	50	5	7782.40	0
18:32	24.6	19.7	441.92	50	2	7782.40	0
18:37	24.6	19.7	435.84	51	4	7782.40	0
