HORA	TEMPERATURA INT.	TEMPERATURA EXT.	CO2	HUMEDAD INT.	VEL. VIENTO	LUMINOSIDAD EXT.	LLUVIA
21:35	26.0	20.7	441.92	56	0	1.00	0
21:40	26.0	20.7	442.88	56	0	1.00	0
21:45	26.0	20.7	440.96	56	0	1.00	0
21:50	26.0	20.7	448.96	56	0	1.00	0
21:55	26.0	20.7	450.88	56	0	1.00	0
22:00	26.0	20.7	440.96	56	0	1.00	0
22:05	26.0	20.7	452.80	56	0	1.00	0
22:10	26.0	20.7	452.80	56	0	1.00	0
22:15	26.0	20.7	448.00	56	0	1.00	0
22:20	26.0	20.7	438.72	56	0	1.00	0
22:25	26.0	20.7	451.84	56	0	1.00	0
22:30	26.0	20.7	450.88	56	0	1.00	0
22:35	26.0	20.7	450.88	56	0	1.00	0
22:40	26.0	20.7	444.80	56	0	1.00	0
22:45	26.0	20.7	444.80	56	0	1.00	0
22:50	26.0	20.7	448.00	56	0	1.00	0
22:55	26.0	20.7	444.80	56	0	1.00	0
23:00	26.0	20.7	456.96	56	0	1.00	0
23:05	26.0	20.7	451.84	56	0	1.00	0
23:10	26.0	20.7	453.76	56	0	1.00	0
23:15	26.0	20.7	444.80	56	0	1.00	0
23:20	25.9	20.7	450.88	56	0	1.00	0
23:25	25.9	20.7	449.92	56	0	1.00	0
